x-axis, y-axis
0.00E+00,-7.77E-10
3.61E-02,-3.57E-09
7.10E-02,5.84E-09
9.13E-02,-6.46E-11
1.12E-01,-4.47E-09
1.32E-01,-1.74E-09
1.65E-01,1.10E-09
2.12E-01,3.68E-09
